conc_GSSG
0.0
50.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
50.0
5.0
0.0
4.0
1.0
20.0
5.0
0.0
5.0
0.0
0.0
50.0
100.0
25.0
0.0
9.0
2.0
9.0
3.0
50.0
0.0
0.0
6.0
0.0
0.0
25.0
0.0
0.0
5.0
9.0
0.0
0.0
0.0
0.0
8.0
0.0
0.0
30.0
30.0
4.0
50.0
0.0
0.0
0.0
25.0
0.0
0.0
25.0
0.0
0.0
0.0
3.0
100.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
5.0
7.0
3.0
0.0
50.0
30.0
0.0
0.0
3.0
0.0
6.0
0.0
0.0
7.0
1.0
0.0
0.0
0.0
5.0
0.0
0.0
0.0
10.0
0.0
0.0
8.0
0.0
0.0
