1172.136,1,205931
1174.114,1,201595
1176.091,1,200616
1178.068,1,201001
1180.044,1,201489
1182.020,1,201652
1183.996,1,201999
1185.971,1,202436
1187.945,1,202741
1189.919,1,203568
1191.893,1,203725
1193.866,1,204727
1195.838,1,204990
1197.810,1,205719
1199.782,1,206317
1201.753,1,206506
1203.724,1,207199
1205.694,1,208003
1207.664,1,208934
1209.633,1,209411
1211.602,1,209936
1213.570,1,210636
1215.538,1,211206
1217.506,1,212077
1219.473,1,212540
1221.439,1,213211
1223.405,1,213763
1225.371,1,214982
1227.336,1,215885
1229.300,1,217268
1231.265,1,218858
1233.228,1,220606
1235.191,1,222226
1237.154,1,224875
1239.116,1,229086
1241.078,1,232284
1243.040,1,235648
1245.001,1,238538
1246.961,1,239342
1248.921,1,240318
1250.880,1,240758
1252.839,1,240803
1254.798,1,241723
1256.756,1,241854
1258.714,1,242350
1260.671,1,242106
1262.627,1,241943
1264.584,1,241958
1266.539,1,241384
1268.495,1,241590
1270.449,1,241648
1272.404,1,242253
1274.358,1,243976
1276.311,1,245499
1278.264,1,249177
1280.217,1,252566
1282.169,1,256870
1284.120,1,260545
1286.071,1,263025
1288.022,1,264139
1289.972,1,264872
1291.922,1,263852
1293.871,1,262968
1295.820,1,260983
1297.768,1,258636
1299.716,1,256217
1301.663,1,254629
1303.610,1,253842
1305.557,1,252435
1307.503,1,250437
1309.448,1,247944
1311.394,1,246551
1313.338,1,242783
1315.282,1,240428
1317.226,1,237914
1319.169,1,235440
1321.112,1,232970
1323.054,1,230982
1324.996,1,229639
1326.938,1,228184
1328.879,1,227216
1330.819,1,225801
1332.759,1,225772
1334.699,1,225261
1336.638,1,225008
1338.576,1,224403
1340.515,1,224949
1342.452,1,224780
1344.390,1,224231
1346.326,1,225888
1348.263,1,225882
1350.199,1,226122
1352.134,1,226178
1354.069,1,226897
1356.004,1,227771
1357.938,1,228766
1359.871,1,229111
1361.805,1,229287
1363.737,1,230370
1365.670,1,231337
1367.601,1,231779
1369.533,1,232670
1371.463,1,232981
1373.394,1,234615
1375.324,1,234597
1377.253,1,235818
1379.182,1,236734
1381.111,1,236939
1383.039,1,237819
1384.967,1,238425
1386.894,1,239682
1388.821,1,240080
1390.747,1,241101
1392.673,1,241689
1394.598,1,242084
1396.523,1,242432
1398.448,1,242626
1400.372,1,243382
1402.296,1,242969
1404.219,1,243144
1406.141,1,243826
1408.064,1,243427
1409.985,1,244535
1411.907,1,243928
1413.828,1,244057
1415.748,1,243982
1417.668,1,242813
1419.588,1,243613
1421.507,1,244362
1423.425,1,243989
1425.343,1,244378
1427.261,1,244648
1429.178,1,244645
1431.095,1,245069
1433.011,1,245183
1434.927,1,246547
1436.843,1,247116
1438.758,1,248996
1440.672,1,250100
1442.587,1,252597
1444.500,1,254635
1446.413,1,258954
1448.326,1,262213
1450.238,1,266867
1452.150,1,270410
1454.062,1,272060
1455.973,1,273187
1457.883,1,273404
1459.793,1,272536
1461.703,1,273347
1463.612,1,273960
1465.521,1,274773
1467.429,1,276062
1469.337,1,279276
1471.244,1,282107
1473.151,1,286325
1475.057,1,292018
1476.964,1,297415
1478.869,1,301014
1480.774,1,300468
1482.679,1,293316
1484.583,1,285064
1486.487,1,275960
1488.390,1,269579
1490.293,1,264393
1492.196,1,259063
1494.098,1,257107
1495.999,1,254631
1497.900,1,253083
1499.801,1,252413
1501.701,1,251610
1503.601,1,250802
1505.500,1,249961
1507.399,1,250295
1509.298,1,249739
1511.196,1,249526
1513.093,1,249479
1514.990,1,249146
1516.887,1,249439
1518.783,1,249588
1520.679,1,250089
1522.574,1,249669
1524.469,1,250527
1526.364,1,249531
1528.258,1,250085
1530.151,1,250306
1532.044,1,250580
1533.937,1,249769
1535.829,1,250434
1537.721,1,250149
1539.612,1,249843
1541.503,1,250700
1543.394,1,250605
1545.284,1,250787
1547.173,1,250669
1549.062,1,250045
1550.951,1,250491
1552.839,1,250521
1554.727,1,250998
1556.614,1,251451
1558.501,1,250752
1560.388,1,251001
1562.274,1,250887
1564.159,1,250597
1566.045,1,251142
1567.929,1,251085
1569.814,1,251281
1571.697,1,251615
1573.581,1,251968
1575.464,1,252793
1577.346,1,252111
1579.228,1,252834
1581.110,1,253005
1582.991,1,253344
1584.872,1,253959
1586.752,1,254327
1588.632,1,254256
1590.512,1,254247
1592.391,1,255507
1594.269,1,255795
1596.147,1,255913
1598.025,1,256090
1599.902,1,256159
1601.779,1,257407
1603.656,1,257917
1605.532,1,258206
1607.407,1,258578
1609.282,1,259156
1611.157,1,259846
1613.031,1,260302
1614.905,1,260458
1616.778,1,260917
1618.651,1,261325
1620.524,1,261432
1622.396,1,262044
1624.267,1,262765
1626.138,1,262973
1628.009,1,262800
1629.879,1,262464
1631.749,1,261884
1633.619,1,261970
1635.488,1,262770
1637.356,1,263626
1639.224,1,262792
1641.092,1,262957
1642.959,1,262231
1644.826,1,262346
1646.692,1,262369
1648.558,1,261440
1650.424,1,261219
1652.289,1,261101
1654.154,1,260494
1656.018,1,259700
1657.882,1,259603
1659.745,1,258852
1661.608,1,257989
1663.470,1,257754
1665.332,1,257298
1667.194,1,256273
1669.055,1,255810
1670.916,1,255371
1672.776,1,254557
1674.636,1,254001
