0,1,2
2109.712,1,4186872
2111.467,1,4187434
2113.221,1,4187955
2114.975,1,4189395
2116.729,1,4188955
2118.482,1,4187555
2120.235,1,4186488
2121.987,1,4190501
2123.739,1,4190535
2125.491,1,4188955
2127.242,1,4186973
2128.993,1,4186449
2130.744,1,4185825
2132.494,1,4185042
2134.243,1,4183548
2135.993,1,4185213
2137.742,1,4184230
2139.490,1,4184003
2141.238,1,4183867
2142.986,1,4181871
2144.733,1,4181985
2146.480,1,4176533
2148.227,1,4179154
2149.973,1,4175349
2151.719,1,4174395
2153.464,1,4174757
2155.209,1,4170733
2156.954,1,4172075
2158.698,1,4167052
2160.442,1,4165920
2162.185,1,4163149
2163.928,1,4164006
2165.671,1,4159124
2167.413,1,4160465
2169.155,1,4158081
2170.896,1,4157040
2172.638,1,4154491
2174.378,1,4152784
2176.119,1,4151872
2177.859,1,4151229
2179.598,1,4149606
2181.337,1,4145033
2183.076,1,4147078
2184.814,1,4144339
2186.552,1,4139352
2188.290,1,4140583
2190.027,1,4137058
2191.764,1,4135929
2193.500,1,4130841
2195.236,1,4128509
2196.972,1,4124638
2198.707,1,4124340
2200.442,1,4121188
2202.177,1,4120044
2203.911,1,4115664
2205.645,1,4112211
2207.378,1,4108393
2209.111,1,4105986
2210.844,1,4102650
2212.576,1,4097953
2214.308,1,4095465
2216.039,1,3419797
2217.770,1,4071810
2219.501,1,4083860
2221.231,1,4078771
2222.961,1,4076259
2224.690,1,4074272
2226.419,1,4071766
2228.148,1,4068859
2229.876,1,4063438
2231.604,1,4059720
2233.332,1,4057820
2235.059,1,4056707
2236.786,1,4053166
2238.512,1,4051445
2240.238,1,4049380
2241.964,1,4047144
2243.689,1,4045754
2245.414,1,4043315
2247.138,1,4037720
2248.863,1,4033331
2250.586,1,4028474
2252.310,1,4021125
2254.033,1,4022094
2255.755,1,4018672
2257.477,1,4012527
2259.199,1,4010583
2260.921,1,4007575
2262.642,1,4002048
2264.362,1,4001949
2266.083,1,3997824
2267.802,1,3995771
2269.522,1,3992147
2271.241,1,3989822
2272.960,1,3985411
2274.678,1,3984441
2276.396,1,3981867
2278.114,1,3978855
2279.831,1,3974623
2281.548,1,3971823
2283.264,1,3969769
2284.980,1,3964977
2286.696,1,3963341
2288.411,1,3961067
2290.126,1,3957062
2291.841,1,3952644
2293.555,1,3950348
2295.269,1,3946991
2296.982,1,3947341
2298.695,1,3942962
2300.408,1,3936848
2302.120,1,3937612
2303.832,1,3932681
2305.544,1,3929302
2307.255,1,3924548
2308.966,1,3924005
2310.676,1,3921433
2312.386,1,3918162
2314.096,1,3916410
2315.805,1,3911902
2317.514,1,3908992
2319.222,1,3907505
2320.930,1,3905596
2322.638,1,3902988
2324.345,1,3901248
2326.052,1,3900587
2327.759,1,3900314
2329.465,1,3899019
2331.171,1,3890782
2332.877,1,3886065
2334.582,1,3884771
2336.286,1,3882578
2337.991,1,3879537
2339.695,1,3877316
2341.398,1,3875989
2343.101,1,3871747
2344.804,1,3871695
2346.507,1,3868701
2348.209,1,3867934
2349.910,1,3865911
2351.612,1,3861520
2353.313,1,3861073
2355.013,1,3858201
2356.714,1,3857242
2358.413,1,3854831
2360.113,1,3849956
2361.812,1,3849587
2363.511,1,3847017
2365.209,1,3845096
2366.907,1,3843715
2368.604,1,3842822
2370.302,1,3840840
2371.998,1,3837256
2373.695,1,3836475
2375.391,1,3835173
2377.087,1,3833334
2378.782,1,3828585
2380.477,1,3827454
2382.172,1,3826659
2383.866,1,3824334
2385.560,1,3821744
2387.253,1,3819134
2388.946,1,3819092
2390.639,1,3817527
2392.331,1,3814395
2394.023,1,3812109
2395.715,1,3812357
2397.406,1,3811032
2399.097,1,3806387
2400.787,1,3807302
2402.477,1,3804579
2404.167,1,3802914
2405.857,1,3799918
2407.545,1,3798442
2409.234,1,3796111
2410.922,1,3795044
2412.610,1,3795016
2414.298,1,3791887
2415.985,1,3790318
2417.672,1,3788329
2419.358,1,3788228
2421.044,1,3786416
2422.730,1,3785756
2424.415,1,3783950
2426.100,1,3782582
2427.784,1,3780817
2429.469,1,3777307
2431.152,1,3779738
2432.836,1,3775225
2434.519,1,3773324
2436.202,1,3770671
2437.884,1,3768741
2439.566,1,3766677
2441.247,1,3768172
2442.929,1,3766303
2444.609,1,3764286
2446.290,1,3763608
2447.970,1,3763508
2449.650,1,3762218
2451.329,1,3759691
2453.008,1,3757720
2454.687,1,3755086
2456.365,1,3754482
2458.043,1,3754509
2459.720,1,3751052
2461.398,1,3750041
2463.074,1,3749712
2464.751,1,3750338
2466.427,1,3748837
2468.103,1,3745927
2469.778,1,3746402
2471.453,1,3746669
2473.127,1,3746651
2474.802,1,3745005
2476.475,1,3743741
2478.149,1,3742845
2479.822,1,3744463
2481.495,1,3743435
2483.167,1,3741649
2484.839,1,3741861
2486.511,1,3741099
2488.182,1,3741561
2489.853,1,3740313
2491.524,1,3739342
2493.194,1,3739984
2494.864,1,3737846
2496.533,1,3737201
2498.202,1,3738568
2499.871,1,3736426
2501.539,1,3737158
2503.207,1,3736424
2504.875,1,3736385
2506.542,1,3735472
2508.209,1,3735731
2509.876,1,3734620
2511.542,1,3734952
2513.208,1,3735076
2514.873,1,3734933
2516.538,1,3734108
2518.203,1,3733944
2519.867,1,3732787
2521.531,1,3732930
2523.195,1,3731638
2524.858,1,3732315
2526.521,1,3729702
2528.183,1,3728758
2529.846,1,3731927
2531.507,1,3728947
2533.169,1,3728134
2534.830,1,3728444
2536.491,1,3728610
2538.151,1,3729751
2539.811,1,3727927
2541.471,1,3728346
2543.130,1,3724393
2544.789,1,3727916
2546.447,1,3727314
2548.106,1,3727981
2549.763,1,3726665
2551.421,1,3725365
2553.078,1,3726463
2554.735,1,3725041
2556.391,1,3729220
2558.047,1,3726597
2559.703,1,3725036
2561.358,1,3726681
2563.013,1,3726262
2564.667,1,3728223
2566.322,1,3726972
2567.976,1,3727003
2569.629,1,3725852
2571.282,1,3729915
2572.935,1,3729184
2574.587,1,3730099
2576.239,1,3731086
2577.891,1,3733339
2579.542,1,3733073
2581.193,1,3731545
2582.844,1,3731490
2584.494,1,3731951
2586.144,1,3726959
2587.794,1,3728108
2589.443,1,3726921
2591.092,1,3723299
2592.740,1,3719336
2594.388,1,3717995
2596.036,1,3714100
2597.683,1,3716038
2599.330,1,3715851
2600.977,1,3712804
2602.623,1,3710332
2604.269,1,3710763
2605.915,1,3711435
2607.560,1,3707565
2609.205,1,3707856
2610.850,1,3709738
2612.494,1,3707929
2614.138,1,3709638
2615.781,1,3709581
2617.424,1,3711224
2619.067,1,3711078
2620.709,1,3713667
2622.351,1,3714804
2623.993,1,3715161
2625.634,1,3715868
2627.275,1,3718876
2628.916,1,3721432
2630.556,1,3722357
2632.196,1,3725435
2633.836,1,3727933
2635.475,1,3731157
2637.114,1,3734193
2638.752,1,3738667
2640.390,1,3742035
2642.028,1,3744411
2643.665,1,3750167
2645.302,1,3749356
2646.939,1,3757383
2648.575,1,3760650
2650.211,1,3767913
2651.847,1,3771206
2653.482,1,3777060
2655.117,1,3781096
2656.752,1,3789089
2658.386,1,3793925
2660.020,1,3797782
2661.653,1,3804947
2663.286,1,3809793
2664.919,1,3814391
2666.552,1,3819609
2668.184,1,3824219
2669.816,1,3830701
2671.447,1,3835534
2673.078,1,3841359
2674.709,1,3845794
2676.339,1,3853098
2677.969,1,3859054
2679.599,1,3864047
2681.228,1,3872465
2682.857,1,3880561
2684.485,1,3889974
2686.113,1,3900546
2687.741,1,3913473
2689.369,1,3924130
2690.996,1,3940007
2692.623,1,3952566
2694.249,1,3962211
2695.875,1,3972441
2697.501,1,3978900
2699.127,1,3986221
2700.752,1,3990269
2702.376,1,3999204
2704.001,1,4003233
2705.625,1,4008380
2707.248,1,4012735
2708.872,1,4021138
2710.495,1,4026746
2712.117,1,4030084
2713.739,1,4036357
2715.361,1,4045681
2716.983,1,4051814
2718.604,1,4060703
2720.225,1,4064602
2721.845,1,4073117
2723.465,1,4082124
2725.085,1,4090549
2726.705,1,4098139
2728.324,1,4102117
2729.943,1,4113201
2731.561,1,4120597
2733.179,1,4129238
2734.797,1,4141092
2736.414,1,4146485
2738.031,1,4155355
2739.648,1,4165091
2741.264,1,4175670
2742.880,1,4182042
2744.496,1,4193296
2746.111,1,4203974
2747.726,1,4214665
2749.340,1,4224569
2750.955,1,4238573
2752.568,1,4247768
2754.182,1,4259957
2755.795,1,4271181
2757.408,1,4281201
2759.020,1,4290699
2760.633,1,4305080
2762.244,1,4312002
2763.856,1,4325719
2765.467,1,4337074
2767.078,1,4350377
2768.688,1,4362673
2770.298,1,4374121
2771.908,1,4385863
2773.517,1,4401375
2775.126,1,4412665
2776.735,1,4429437
2778.343,1,4442253
2779.951,1,4457561
2781.559,1,4472593
2783.166,1,4486658
2784.773,1,4500521
2786.380,1,4519907
2787.986,1,4534002
2789.592,1,4555943
2791.198,1,4572563
2792.803,1,4591299
2794.408,1,4611319
2796.012,1,4633030
2797.616,1,4653896
2799.220,1,4673534
2800.824,1,4695693
2802.427,1,4721011
2804.030,1,4745060
2805.632,1,4768042
2807.234,1,4791236
2808.836,1,4819682
2810.438,1,4846707
2812.039,1,4875929
2813.639,1,4903137
2815.240,1,4929044
2816.840,1,4960286
2818.440,1,4991985
2820.039,1,5025588
2821.638,1,5053903
2823.237,1,5086786
2824.835,1,5119451
2826.433,1,5147613
2828.031,1,5187495
2829.628,1,5216871
2831.225,1,5252292
2832.822,1,5286227
2834.418,1,5317836
2836.014,1,5351784
2837.610,1,5387465
2839.205,1,5424635
2840.800,1,5454193
2842.394,1,5487936
2843.989,1,5522926
2845.583,1,5556504
2847.176,1,5593791
2848.769,1,5628834
2850.362,1,5667799
2851.955,1,5704625
2853.547,1,5744280
2855.139,1,5787019
2856.730,1,5827877
2858.322,1,5876179
2859.912,1,5921540
2861.503,1,5973462
2863.093,1,6026700
2864.683,1,6090020
2866.272,1,6158718
2867.862,1,6228975
2869.450,1,6300253
2871.039,1,6383479
2872.627,1,6467042
2874.215,1,6554715
2875.802,1,6646883
2877.389,1,6733639
2878.976,1,6817776
2880.563,1,6902910
2882.149,1,6977260
2883.734,1,7054821
2885.320,1,7124409
2886.905,1,7179998
2888.490,1,7236729
2890.074,1,7286270
2891.658,1,7320976
2893.242,1,7352547
2894.825,1,7367339
2896.408,1,7388395
2897.991,1,7404301
2899.574,1,7424542
2901.156,1,7464735
2902.737,1,7509692
2904.319,1,7575375
2905.900,1,7649062
2907.480,1,7732685
2909.061,1,7830041
2910.641,1,7926036
2912.220,1,8032716
2913.800,1,8142906
2915.379,1,8249795
2916.958,1,8344809
2918.536,1,8437330
2920.114,1,8519764
2921.692,1,8596087
2923.269,1,8660291
2924.846,1,8702184
2926.423,1,8738133
2927.999,1,8761687
2929.575,1,8786451
2931.151,1,8812220
2932.726,1,8843323
2934.301,1,8881675
2935.875,1,8922919
2937.450,1,8974904
2939.024,1,9028077
2940.597,1,9097262
2942.171,1,9175597
2943.744,1,9252115
2945.316,1,9338806
2946.889,1,9424371
2948.461,1,9519453
2950.032,1,9609246
2951.604,1,9691995
2953.175,1,9765612
2954.745,1,9826567
2956.316,1,9868865
2957.886,1,9902102
2959.455,1,9931389
2961.024,1,9949954
2962.593,1,9965202
2964.162,1,9977596
2965.730,1,9993272
2967.298,1,10016469
2968.866,1,10041744
2970.433,1,10070114
2972.000,1,10108035
2973.567,1,10153607
2975.133,1,10201487
2976.699,1,10258330
2978.265,1,10306618
2979.830,1,10371927
2981.395,1,10442603
2982.960,1,10510440
2984.524,1,10590745
2986.088,1,10667537
2987.652,1,10760682
2989.215,1,10856330
2990.778,1,10951973
2992.341,1,11053716
2993.903,1,11167096
2995.465,1,11277751
2997.027,1,11394381
2998.588,1,11526824
3000.149,1,11650853
3001.710,1,11786501
3003.270,1,11915690
3004.830,1,12062218
3006.390,1,12205075
3007.949,1,12350032
3009.508,1,12501439
3011.067,1,12660755
3012.626,1,12820404
3014.184,1,12988285
3015.741,1,13147804
3017.299,1,13310553
3018.856,1,13494188
3020.412,1,13664063
3021.969,1,13841049
3023.525,1,14026222
3025.081,1,14208599
3026.636,1,14389247
3028.191,1,14583851
3029.746,1,14787307
3031.300,1,14981746
3032.854,1,15185959
3034.408,1,15383644
3035.962,1,15601851
3037.515,1,15810550
3039.068,1,16009362
3040.620,1,16234372
3042.172,1,16460365
3043.724,1,16686361
3045.275,1,16927073
3046.827,1,17149623
3048.377,1,17389550
3049.928,1,17632318
3051.478,1,17881162
3053.028,1,18135037
3054.577,1,18387692
3056.127,1,18650477
3057.675,1,18924424
3059.224,1,19186644
3060.772,1,19465153
3062.320,1,19740310
3063.868,1,20029018
3065.415,1,20321571
3066.962,1,20615659
3068.508,1,20932151
3070.054,1,21227579
3071.600,1,21534810
3073.146,1,21859991
3074.691,1,22171206
3076.236,1,22502163
3077.781,1,22834899
3079.325,1,23175090
3080.869,1,23513319
3082.413,1,23868187
3083.956,1,24227840
3085.499,1,24578309
3087.042,1,24959011
3088.584,1,25329956
3090.126,1,25711379
3091.668,1,26088084
3093.209,1,26477695
3094.750,1,26885473
3096.291,1,27287616
3097.831,1,27693313
3099.371,1,28089249
3100.911,1,28543419
3102.451,1,28985600
3103.990,1,29415804
3105.528,1,29861142
3107.067,1,30306879
3108.605,1,30770337
3110.143,1,31199549
3111.680,1,31667489
3113.217,1,32146639
3114.754,1,32610377
3116.291,1,33121630
3117.827,1,33607746
3119.363,1,34095398
3120.898,1,34599005
3122.434,1,35103193
3123.969,1,35621790
3125.503,1,36140535
3127.037,1,36620955
3128.571,1,37145649
3130.105,1,37684479
3131.638,1,38216656
3133.171,1,38723040
3134.704,1,39286098
3136.236,1,39819762
3137.768,1,40349872
3139.300,1,40900945
3140.831,1,41463356
3142.362,1,42027438
3143.893,1,42587061
3145.423,1,43148379
3146.954,1,43675330
3148.483,1,44270601
3150.013,1,44816464
3151.542,1,45388525
3153.071,1,45935959
3154.599,1,46497110
3156.127,1,47044564
3157.655,1,47597253
3159.183,1,48152045
3160.710,1,48663007
3162.237,1,49211900
3163.763,1,49756095
3165.290,1,50303422
3166.815,1,50827159
3168.341,1,51372597
3169.866,1,51902546
3171.391,1,52494048
3172.916,1,52985586
3174.440,1,53519784
3175.964,1,54036561
3177.488,1,54547787
3179.011,1,55063435
3180.534,1,55559061
3182.057,1,56017581
3183.579,1,56483013
3185.102,1,56931718
3186.623,1,57425285
3188.145,1,57845119
3189.666,1,58330906
3191.187,1,58739647
3192.707,1,59168512
3194.227,1,59583971
3195.747,1,59992717
3197.267,1,60445612
3198.786,1,60892829
3200.305,1,61299686
3201.824,1,61678980
3203.342,1,62083662
3204.860,1,62404338
3206.378,1,62757035
3207.895,1,63096742
3209.412,1,63381353
3210.929,1,63694888
3212.445,1,63939730
3213.961,1,64234889
3215.477,1,64478110
3216.992,1,64717684
3218.507,1,64935126
3220.022,1,65148248
3221.537,1,65425754
3223.051,1,65620798
3224.565,1,65829500
3226.078,1,66090984
3227.591,1,66324222
3229.104,1,66576989
3230.617,1,66777729
3232.129,1,67027626
3233.641,1,67182666
3235.153,1,67350096
3236.664,1,67485289
3238.175,1,67603894
3239.686,1,67776664
3241.196,1,67850462
3242.706,1,67988508
3244.216,1,68117674
3245.725,1,68238792
3247.235,1,68332611
3248.743,1,68346200
3250.252,1,68429415
3251.760,1,68491027
3253.268,1,68583819
3254.775,1,68653656
3256.283,1,68729437
3257.790,1,68836360
3259.296,1,68884035
3260.803,1,68974065
3262.309,1,69008526
3263.814,1,69125006
3265.320,1,69190728
3266.825,1,69303970
3268.329,1,69413412
3269.834,1,69452764
3271.338,1,69599574
3272.842,1,69630641
3274.345,1,69785351
3275.848,1,69798142
3277.351,1,69878099
3278.854,1,69826338
3280.356,1,69973069
3281.858,1,70136941
3283.359,1,70170698
3284.861,1,70303221
3286.362,1,70394043
3287.862,1,70493667
3289.363,1,70557907
3290.863,1,70662164
3292.363,1,70760713
3293.862,1,70838530
3295.361,1,70936271
3296.860,1,71026683
3298.358,1,71107749
3299.857,1,71169060
3301.355,1,71251064
3302.852,1,71421954
3304.349,1,71502736
3305.846,1,71642253
3307.343,1,71742886
3308.839,1,71857803
3310.335,1,71953087
3311.831,1,72042175
3313.326,1,72184672
3314.821,1,72268584
3316.316,1,72389192
3317.811,1,72530930
3319.305,1,72663457
3320.799,1,72790063
3322.292,1,72921030
3323.785,1,73059820
3325.278,1,73106605
3326.771,1,73219297
3328.263,1,73276505
3329.755,1,73425116
3331.247,1,73574640
3332.738,1,73710238
3334.229,1,73870942
3335.720,1,73993669
3337.211,1,74111487
3338.701,1,74292661
3340.191,1,74430853
3341.680,1,74504537
3343.169,1,74689818
3344.658,1,74922136
3346.147,1,75074145
3347.635,1,75245991
3349.123,1,75397106
