0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-31.695899329022712,-19.796423053613704,11.333476324948547,-0.7349453547760376,-0.9009871538714203,0.9396141413057819,-0.11598397789703718,-0.03669258179239998,0.009396165841784543,-0.09939803280912879,-0.014133366063296293,0.07802917206675614,-0.013334880516568837,-0.14722461209763582,-0.09876758415093306
-24.765129381539495,-23.633582259550817,-10.516054280515638,-0.7335965248446934,-0.9070356348972681,0.05307321690599753,0.07017990344750258,-0.16259535635133626,-0.01268047246924768,0.0029363845824491586,-0.03867347388565623,-0.06061577076310293,0.024438841931647137,0.08785272884760065,-0.08580417802529389
-25.96358413043973,-22.60710175394507,-9.397200026057739,-0.6536532607983805,-0.7496276032475588,0.9857462863463842,0.4674986478788241,-0.4010130610351488,-0.10790126072414143,0.2881445815395369,-0.3864146036120363,-0.2109220708779086,0.06776276312484986,-0.08135062802164916,-0.07507373616969948
264.3271337127691,-16.691930052238412,-1.6895487607005752,-5.720059840603891,-0.10813234587478959,0.7378376811006291,0.8663765782003061,0.7867082426182268,0.40002157686721973,-0.28046851519694016,0.11344280709353427,-0.0721543622213211,0.13468897493743803,-0.038839947100629324,-0.1255414509342776
-29.598039013552906,-19.444227186875498,11.110591539031812,0.7538916932645434,0.34489899867483853,0.4389715939528429,-0.3133042036586181,0.1897554170084812,-0.07103044651334764,-0.006607483490246924,0.012381406212456869,-0.004352231555667302,0.07228744590674585,-0.14960754767420148,-0.1113567734236286
-24.212573037784765,-23.06793248715887,-10.039365763455494,0.11372507060461201,-0.3065351305345603,0.3682237569168425,0.01833129730488947,-0.01267569076218722,-0.02083021557473204,0.11247763624632634,0.0477707150559572,0.008187544339118752,0.048381373671274264,0.056748440143073786,-0.07746190308569667
-31.6426127579076,-20.668363422262736,11.497922841979404,1.642650207102995,-0.7082222191684076,0.49894281514172745,-0.22584778323607813,0.31887721772447675,0.03496729510542329,-0.07836155250898885,-0.1865656305629857,-0.05479122012605839,-0.05400289834639893,0.025190891752903566,0.07807983504757188
-3.545317339695299,-20.128643901000405,-0.5310160836268525,0.9000232875944996,0.6377229522406576,-1.299358196999878,0.25814372149035547,-0.0030865938347354183,0.06071109010209449,-0.07608251640194762,-0.06453246222164144,-0.049354036841675775,-0.14183801523587777,0.13201842989891427,-0.06227599374334101
-6.6460756986211225,-17.847322997949465,3.11531156690933,1.965354051409014,2.108565158258277,-0.4756137327883344,0.26381431440730274,-0.051489683687819754,-0.03308094694806474,0.10376373358728194,0.12236726665470399,0.1928283638352665,0.30638172317253054,0.042836510256457655,-0.028090435484518367
2.870131808281245,-19.89394128616741,0.3308481211485306,0.8309567729574994,0.6001141405181986,-1.2461350675680813,0.07524276089554188,0.19153066686440462,0.13333263900994108,-0.005347609757134879,-0.26399292145791176,-0.04605973839165799,-0.1390797362539376,0.06261584057544001,0.11469980202182686
1.936563803613494,57.90532758948356,-1.3607785092562992,-3.9377548457544185,0.6290339451138376,-0.8563200870774275,-0.8654661463913501,0.6876941726515314,0.18525333393138932,0.551428070733838,-0.31829280086629186,0.11915231635205875,0.11771660598962913,-0.1653662990222622,-0.10894099726204448
-24.813664812793128,-24.023548850309744,-9.108701352498574,0.4945055134964016,-1.0236967419958178,0.051981294642247544,-0.27393290693061223,0.3088046043254604,0.16236518785317955,-0.014159723410383795,0.17216224703114413,0.1697051715507947,-0.10764843381463951,0.1455357333878292,0.056616061061030065
-24.80820198471035,-23.62436917886969,-9.84149593879104,-0.10848031108947076,-0.8339356603303316,0.12061080348736564,-0.2713201228200648,0.17298558168891653,0.13284161424999158,-0.03832984916350318,0.06724147746430087,0.14690229373838123,-0.11623366326526308,0.06647276097548838,-0.05460951473709519
-25.306615795048685,-17.88187021765198,10.202385072420503,-5.3915618305678095,-0.011421638894075437,0.5493106821210553,-0.11068969516350641,-0.05242629236373708,-0.2183608810702235,0.38147424217644244,0.41976060720738556,-0.07699288182834244,0.16910312313926473,0.2251054877499747,0.3243930118934225
-8.2601462229786,-19.3616345172869,2.545397304337651,0.12027168698518992,0.6644339938438084,-1.0943123086028876,0.384297621256556,-0.18992958043202782,-0.005140919319316421,0.0026583319380688863,0.05529138274616574,0.03184419742466431,-0.03598843510373445,-0.09834101539684145,0.007845459633059979
5.8359996083881525,57.528756330661935,-2.140206790770938,-1.5892671760710773,-0.5739203853546173,0.061925299646872434,0.05611976796819962,-0.1398686561118323,-0.0038200378172382893,-0.45447086365429223,-0.29041020336376966,0.38410116723628107,0.22115815540921602,0.13602675308028273,0.17016955754763743
