0,1,2,3,4
-3741.3463806060163,-1277.380373168504,-148.673469888631,232.69608134692982,-26.356636247112803
-2607.2893904676703,-1917.0715453521086,-920.2127808169885,-316.11263875707624,617.0719028645847
-3812.79763133208,-664.2772593288059,252.16977496452776,-122.05426834467428,2.55547628051832
-4582.919096324551,-856.5606325223571,34.09929382030348,-242.6005254757586,-62.7511702470762
246.0911537968168,2536.979130830487,-255.94360675945222,-22.89560990309758,-66.05494695913865
-3816.662423302382,-1078.2065828905875,-2.989129131021526,147.90010392707183,-7.587541407595637
-4585.529286425063,-871.3523730981351,18.931170146582264,-244.33087759101522,-56.110701643489506
1903.2682901251956,3687.516723164931,10.76333520341026,48.717823144224425,-21.808705560122455
-727.1120011469876,1148.3584722842147,-589.4671531083821,11.204532446808386,-43.109118108733945
-3723.6820383528907,-984.8224456043486,85.15338672084546,148.39159036432494,7.928429480115312
-4557.480036837574,-902.8947269898432,5.300001421745801,-226.50465952871284,-31.958713992723403
-3775.022057944001,-1276.2999338354614,-152.07823815653595,214.43190471319792,-27.57653400847542
697.0971462792498,3068.919084776009,-79.67081702315559,-33.803620548221836,-147.1948940834137
-3635.2112613434815,-1221.417585286443,-119.97980985169947,217.20802925212902,-4.149664027193552
-3651.7003010417843,-1459.4379921895875,-312.1796482413263,298.24535112575495,25.040701208916744
-8.233903738984704,2360.4865744057242,-266.91986328541856,-33.601177155556826,-78.234498050976
594.9614593286046,2768.606770493191,-205.99577948899162,-13.303845307490706,-60.25854720009297
-3537.2259248592673,-723.132476068032,360.21787968505885,69.8294376679101,25.589048920386716
-3729.1392614510673,-1273.700337015516,-190.1970522132274,192.44592590625385,-20.03028928898192
590.3238174723213,2664.3760273568028,-244.3635230197388,24.879460363765332,-60.99112506084586
-4540.411410336387,-853.8814572459917,30.473562455079026,-249.84628354022564,-58.1620944525817
-3462.260556027164,-1394.810994871961,-196.97307532768875,380.6347954522945,-16.659000926318498
-3904.325008547544,-883.3685049545769,149.49393227101376,48.408687747419066,-9.404146339572293
-3744.5088369305513,-1290.2606800272113,-176.87853611800728,215.62006769581185,-20.654255744761542
-4599.343237258668,-864.6779125808024,27.381978258934094,-241.31377690215106,-65.07134807438436
-4494.836289352247,-793.2141236462886,98.97375512977968,-249.61512579677196,-52.87198893269087
-4578.4963289821835,-856.864157910696,35.9107819464877,-245.0577967940923,-61.57942628592588
-3669.9754519700637,-731.0739052023275,299.96344597688113,-15.820745083872225,19.86478413102472
-1477.2293942706076,1175.0979031421145,-333.3606305148265,-57.98941455473263,133.24685768287685
2128.9158451097064,4145.873221742486,51.67065291838436,105.51615755453938,-112.86213008210323
3472.9902212775946,5263.0053164785,685.6874613562397,42.257903626555446,532.292315561735
1151.7800248717185,3234.8867240105164,-135.63524154369688,-55.95104693328287,-28.36090792239093
-4454.660241797182,-846.2189296117759,35.470709225890175,-252.23151609223035,-51.797825455652
-3523.0838356928407,-667.9923278630058,424.74654778324873,100.02623572972277,23.076756635885346
149474.31410680644,-1334.1772738825196,25.319202139377722,-22.933259794600417,-13.503998028396381
-3524.0128240919607,-603.5768822597561,459.0129908822407,43.118275069313285,24.194188113883087
-3613.4956059538335,-1333.5076484607193,-220.50668826957826,260.3665049212024,-15.931694449367356
-4580.121778523574,-895.1451440228417,0.04428592774855833,-230.91037236418248,-60.214467253335926
-3900.9827372331406,-1257.2553914132068,-755.5094718297622,115.8896315424526,164.86594990868866
-4590.620314528474,-878.9448332129416,9.009511510923968,-243.54112193231782,-64.81659967530283
-3577.5395751580245,-644.9591504304283,408.9365225102572,29.830130881674762,29.309078800377165
-4553.393022280159,-841.8523883883653,57.471145524398196,-241.2641280181812,-52.492008342544494
-3725.101920586406,-1220.4741173569814,-144.97239661577834,186.27989357352484,-15.61532455043789
-4583.68021467759,-848.0867912977543,52.19464129315223,-230.89543295858908,-56.924179061918096
249.59351823333253,2438.642899129106,-238.87156911613104,61.63552323776597,-73.24839404139986
-2298.5817614928274,29.501275316636796,1047.6704148846225,34.41160918767099,138.01058071290873
-3466.240036594627,-649.3307424540391,420.8305995596287,86.13064928959881,28.593235277678957
-4627.141597747489,-918.0653943665034,-59.7057521874395,-268.14407513208175,-84.99932567013468
-3472.8542467430652,-643.0995507901027,461.6606818620877,108.36009086864661,25.908871037582458
-3457.9559824682988,-705.4381202900983,380.5132866555156,61.72599679305989,16.808009287239372
557.1030554860538,2676.032011820102,-239.00062953853234,46.85538820335002,-54.533934116345264
1164.2964486290575,3259.664277891156,-127.80473629680067,-11.734888054855425,-63.983993162719656
-3824.984304539858,-1089.1618737980373,-0.6084437024481772,164.56373142897516,-25.218250767743967
-4042.470751045087,-866.8283786931684,49.70576601951586,-128.37591214320557,-17.868433484452055
-3906.4258531469955,-1230.5119130758048,-187.27902480352518,129.15710908964243,-37.67037714727084
-3544.6509742654753,-808.6135613843453,327.0003487949057,174.09349655538426,14.26100394932817
