,0,1,2,3,4,5,6,7,8,9
0,-2.6124637295753086,3.876918117807928,-1.9421003622088222,-0.4231524801721944,0.26803716920591525,-0.5834935485860568,-0.6446144927436509,-0.15949689260279803,0.014322076819600394,0.07957469869255898
1,1.5083817377867734,-3.54583317957221,-0.09729512930151768,1.3415360236273683,0.8993726639037286,-0.4948267554745297,1.0115198300357715,0.22766187086119813,0.2532743293349985,-0.2825081088710946
2,1.6063142306302023,-4.0968554012409015,-0.60484025596693,1.7029923299997243,-0.014187079020429146,-0.49158257181985027,0.26923071397417675,0.10647038971430808,-0.15456782548171888,-0.0308836775944252
3,-0.9745306548902266,-2.5292115759286387,-0.0717578034435904,1.086229870879174,0.20704642408199736,-0.057729681584393185,-0.14385260865874352,-0.11890912685512706,0.09855865597128513,0.10228337115012888
4,-1.700762634586889,0.5855455783580349,-0.4818189084932145,-1.256723481090485,-0.979339437246686,-0.32254081436451637,0.2108536479893147,0.07954628618279046,-0.07602655558767958,-7.021641070800635e-05
5,10.356617985842346,3.6997883021435207,-5.954057843806902,2.0704820499097263,1.2005218956763843,-0.1877543622887072,-0.2435834099341721,-0.17054682053796053,-0.2916030595266897,-0.40049784897784785
6,-1.5264200245536785,-2.1904439928510664,0.8876501739174633,-0.5070759582040557,0.6370151943775128,0.8305748872216558,-0.15928632921210303,0.23020892404482968,-0.21972221469083245,-0.21287000663326316
7,-1.270678799041935,-2.516132160401941,1.085047292847726,-0.5048325792321755,0.8324942540506253,0.9036164909042435,-0.14501769610539675,0.23829393807423482,-0.25716336967934084,-0.2188310843682001
8,-3.217361489194518,3.5029233180698096,0.30867963069505616,0.2567419096135554,0.29789115410028466,0.5604666458319741,0.7591456831756719,0.3066160885996701,-0.04393215628338794,0.3975539032789491
9,9.2948120495809,2.287388551567933,-1.3664037183780489,-0.10066117825580796,0.09930089622064125,0.34056759430007705,-0.22676864425670512,0.30871474270967547,0.08453100036129682,0.05165186650885785
