0,1,2,3
-14.896070603661135,-5.953016977739075,-12.816225693340986,1.4836654207258508
23.63112204344442,-13.584100432151532,1.0827579182564693,-6.420430783017816
24.565734111591855,-15.419554003898012,1.8202163017524633,-6.251261942368792
12.043160387641942,-16.7297576367502,-0.634769639653904,-2.372806351502963
-14.950612580237864,1.8613064604431981,3.6025494931435817,1.5508991835708765
22.21016756076001,34.79039583874729,-7.186198891157837,2.1964032309338566
-12.86187070088233,8.493294907499335,12.084906926679519,-1.3523434270226347
-12.27028913653736,8.949015417961178,12.607456357925594,-1.0369933860499527
-14.50993865578814,-5.263238609299226,-11.751231647788556,2.415248814637637
22.13186324943612,35.0093761446999,-5.613288029431807,1.5502690194774604
-15.3736613714246,-4.654622940911795,-12.38387419930735,1.3006279865421544
10.054869589523365,-17.59523411236904,-2.852569009534426,-3.47089089279445
-14.602920450932311,-5.014287027289539,-11.122352244158495,3.409904977136156
-10.374926722079248,11.110216043745469,15.55887854127269,-1.4977366772256548
-14.071166644658433,4.63412809399608,7.816961062219686,-0.2456743351820604
-15.93943477350062,2.8215662940253985,4.714552660985336,-1.7331295538241276
-13.414982407870314,7.213415435625266,11.833153573122427,-2.2782005205343947
22.176778357916827,34.981831844788545,-6.732229432600461,1.8593983162023757
-12.981472475878522,7.554294981222535,11.285077266028052,-1.1620547337334504
-16.249689991913748,0.4443983895524359,0.6062886677196819,-0.404809795988994
-13.223201789870588,3.7263820525221956,7.5728481076239165,1.3480541662096888
-14.24186285541689,3.264472578473917,6.408163068002404,-0.3199872667847531
-14.980342075207245,-4.780563212342587,-11.198837861263712,2.96466886672317
11.729166246538002,-16.258967382528688,-0.6781858554805634,-1.5481564364212796
8.928319354461904,-16.970531593859263,-1.5871535928148703,-3.45414409767041
-14.381823926149691,-4.9262907552013075,-11.241692830175682,2.9715943054440217
18.379912609003725,-9.552286679449347,7.890823947052412,3.032637132169164
11.749634994961554,-15.979732863600818,-0.02792664041411831,-1.7677112681596916
7.734200065347564,-17.253851846832443,-2.9435872308203943,-4.003229988029012
10.173167701606625,-17.200979989543242,-1.997052190026161,-3.164834649430494
12.109860700565715,-16.475364417742846,-0.7352249703594003,-1.9144024810880245
-12.058691601346172,2.118192255746629,4.8390174430526205,2.014340047606696
19.796426798445918,-14.490359493572901,3.8489383840270057,0.2883681571450155
-15.011845670238667,0.7853645231538458,1.8393088265212758,1.2295076075077738
-16.042411901115553,2.484205557423592,4.5853255552097565,-1.924770991555092
-14.473200455301612,-5.302290095732357,-11.749746788031253,2.390420368830104
16.16951543327717,-16.728637892642208,0.10499964656713645,-5.596747476853814
24.83625429705318,-14.90135286744883,1.8906167464005394,-6.573673451445009
-13.8575167881476,-5.962609630097661,-12.28131367933651,2.6820143436900867
-15.403369859536614,-4.374450016881833,-12.117660390314759,2.2356462636737775
-16.31969486334408,0.04310414916968436,0.21229808178262427,-0.7613581355450844
-14.964128964757853,-5.113768864476904,-11.629975843427326,2.666320736618597
-13.513980017349388,4.539699659778511,7.4779444354959494,0.07537094745512696
-14.978784452357857,-5.204723246967791,-12.08006644024496,1.9788951816227387
