184.081,1,98887
186.293,1,94146
188.506,1,92726
190.717,1,92035
192.928,1,90932
195.138,1,90563
197.348,1,89508
199.557,1,88407
201.766,1,88056
203.974,1,87221
206.182,1,86231
208.389,1,85203
210.595,1,84205
212.801,1,83482
215.007,1,82629
217.211,1,81580
219.416,1,80643
221.619,1,79857
223.823,1,79572
226.025,1,78327
228.227,1,77678
230.429,1,77010
232.630,1,76277
234.830,1,75721
237.030,1,75050
239.229,1,74492
241.428,1,74042
243.626,1,73352
245.824,1,73134
248.021,1,72403
250.217,1,71940
252.413,1,71605
254.609,1,70969
256.804,1,70619
258.998,1,70345
261.192,1,69717
263.385,1,69433
265.578,1,68970
267.770,1,68657
269.961,1,68062
272.152,1,67789
274.343,1,67228
276.533,1,66931
278.722,1,66502
280.911,1,66108
283.099,1,65700
285.287,1,65189
287.474,1,64907
289.661,1,64581
291.847,1,64294
294.032,1,64037
296.217,1,63608
298.402,1,63500
300.586,1,63085
302.769,1,62788
304.952,1,62633
307.134,1,62309
309.316,1,62145
311.497,1,61956
313.677,1,61982
315.857,1,61636
318.037,1,61472
320.216,1,61513
322.394,1,61395
324.572,1,61340
326.750,1,61101
328.926,1,61051
331.103,1,61098
333.278,1,60849
335.454,1,60960
337.628,1,60827
339.802,1,60844
341.976,1,60860
344.149,1,60863
346.321,1,60960
348.493,1,60827
350.665,1,60928
352.835,1,60768
355.006,1,60874
357.175,1,60702
359.345,1,60576
361.513,1,60693
363.681,1,60830
365.849,1,60683
368.016,1,60659
370.182,1,60675
372.348,1,60570
374.514,1,60609
376.679,1,60651
378.843,1,60749
381.007,1,60697
383.170,1,60710
385.333,1,60825
387.495,1,60614
389.657,1,60587
391.818,1,60621
393.978,1,60816
396.138,1,60755
398.298,1,60797
400.457,1,60745
402.615,1,60683
404.773,1,60761
406.930,1,60833
409.087,1,60870
411.244,1,60716
413.399,1,60851
415.554,1,60809
417.709,1,60768
419.863,1,60676
422.017,1,60730
424.170,1,60828
426.322,1,60975
428.474,1,60951
430.626,1,60829
432.777,1,60802
434.927,1,60865
437.077,1,60834
439.226,1,60724
441.375,1,60919
443.523,1,60748
445.671,1,60858
447.818,1,60883
449.965,1,60976
452.111,1,60621
454.257,1,60756
456.402,1,60642
458.546,1,60583
460.690,1,60698
462.834,1,60593
464.976,1,60441
467.119,1,60607
469.261,1,60555
471.402,1,60454
473.543,1,60540
475.683,1,60632
477.823,1,60287
479.962,1,60282
482.101,1,60277
484.239,1,60344
486.376,1,60265
488.513,1,60292
490.650,1,60190
492.786,1,60141
494.922,1,60118
497.057,1,60151
499.191,1,59872
501.325,1,60091
503.458,1,60169
505.591,1,60074
507.723,1,60008
509.855,1,60121
511.987,1,60166
514.117,1,60015
516.247,1,60082
518.377,1,60083
520.506,1,60225
522.635,1,60019
524.763,1,60026
526.891,1,59829
529.018,1,59944
531.144,1,59573
533.270,1,59730
535.396,1,59519
537.521,1,59617
539.645,1,59428
541.769,1,59478
543.892,1,59377
546.015,1,59229
548.138,1,59385
550.259,1,59265
552.381,1,59142
554.502,1,59236
556.622,1,59155
558.741,1,59176
560.861,1,59097
562.979,1,58984
565.097,1,59139
567.215,1,59068
569.332,1,59000
571.449,1,59161
573.565,1,59003
575.680,1,59197
577.795,1,59009
579.910,1,58798
582.024,1,58945
584.137,1,58911
586.250,1,59031
588.363,1,58842
590.475,1,59023
592.586,1,58710
594.697,1,58695
596.807,1,58820
598.917,1,58802
601.026,1,58668
603.135,1,58806
605.243,1,58640
607.351,1,58659
609.458,1,58501
611.565,1,58653
613.671,1,58474
615.777,1,58364
617.882,1,58446
619.987,1,58511
622.091,1,58428
624.194,1,58327
626.297,1,58400
628.400,1,58296
630.502,1,58217
632.604,1,58331
634.705,1,58163
636.805,1,58439
638.905,1,58266
641.005,1,58128
643.104,1,58394
645.202,1,58213
647.300,1,58230
649.397,1,58272
651.494,1,58264
653.591,1,58188
655.686,1,58226
657.782,1,58140
659.877,1,58309
661.971,1,58144
664.065,1,58329
666.158,1,58423
668.251,1,58502
670.343,1,58506
672.435,1,58448
674.526,1,58402
676.617,1,58548
678.707,1,58479
680.797,1,58579
682.886,1,58418
684.975,1,58531
687.063,1,58400
689.151,1,58185
691.238,1,58228
693.324,1,58163
695.410,1,58310
697.496,1,58158
699.581,1,58054
701.666,1,58073
703.750,1,58148
705.833,1,58025
707.917,1,58042
709.999,1,58142
712.081,1,57945
714.163,1,58043
716.244,1,57837
718.324,1,57877
720.404,1,57814
722.484,1,58006
724.563,1,57850
726.641,1,57831
728.719,1,57749
730.797,1,57760
732.874,1,57611
734.950,1,57594
737.026,1,57638
739.102,1,57592
741.177,1,57691
743.251,1,57524
745.325,1,57604
747.398,1,57547
749.471,1,57599
751.544,1,57526
753.616,1,57654
755.687,1,57511
757.758,1,57561
759.828,1,57455
761.898,1,57375
763.968,1,57416
766.036,1,57390
768.105,1,57421
770.173,1,57362
772.240,1,57392
774.307,1,57448
776.373,1,57507
778.439,1,57365
780.504,1,57419
782.569,1,57421
784.634,1,57409
786.697,1,57470
788.761,1,57275
790.824,1,57233
792.886,1,57101
794.948,1,57022
797.009,1,57176
799.070,1,56919
801.130,1,57196
803.190,1,57019
805.249,1,57020
807.308,1,57152
809.367,1,57141
811.424,1,57101
813.482,1,57211
815.539,1,57178
817.595,1,57216
819.651,1,57084
821.706,1,56954
823.761,1,56976
825.815,1,56970
827.869,1,56802
829.922,1,56864
831.975,1,56778
834.028,1,56612
836.079,1,56574
838.131,1,56658
840.182,1,56633
842.232,1,56539
844.282,1,56598
846.331,1,56549
848.380,1,56758
850.428,1,56904
852.476,1,56962
854.524,1,56878
856.570,1,56975
858.617,1,57040
860.663,1,57341
862.708,1,57418
864.753,1,57746
866.797,1,58112
868.841,1,58463
870.885,1,58655
