,1338
1338,0.9999999999999999
154,0.749872564477817
157,0.7351606888194511
158,0.7324137680436668
155,0.7303648219229016
156,0.7291702255366574
153,0.7262401549429424
152,0.6756696062531011
159,0.6696443076041844
601,0.6276400008022179
598,0.6257020137397993
600,0.620306976834277
160,0.6197702181958367
599,0.6165493652412853
151,0.6138967681998243
597,0.6011297195340171
602,0.5891757672111793
161,0.5888637021217688
596,0.5520664509860169
603,0.5476946896452096
162,0.5233953940878645
595,0.5208642656163991
594,0.5104347880388218
150,0.4995729327385305
479,0.4846966208867723
348,0.4841618757418773
480,0.480143470858699
350,0.47397543709104606
349,0.4738763103018603
347,0.46609209801830126
604,0.4608065099521726
571,0.4601219249952014
163,0.45712394082235613
593,0.45631453817321893
758,0.45467468664045274
223,0.4517506857721896
481,0.44989734248525626
224,0.44961981398017303
225,0.4416871811376078
221,0.4402807019239705
482,0.4379950314589147
478,0.43377229157500574
351,0.43256528038166664
663,0.4290784742301224
588,0.426711885662695
591,0.4233068435840296
587,0.42213750219869045
149,0.4220140159520198
219,0.42048011679191827
222,0.41928914906490616
346,0.41826507512930033
592,0.4179711559827865
570,0.41723099739489816
477,0.41421615372245035
589,0.4126473348936017
226,0.4063474006795675
573,0.40538183324296995
755,0.40363232183171344
590,0.4035963431215315
220,0.40139960593810287
572,0.40087568816164654
586,0.39695840306162894
345,0.3925055265999218
569,0.3842137423503836
760,0.3837888933309655
483,0.3825201344034332
748,0.3766770252809494
344,0.3686775211922076
761,0.3683414164434672
227,0.368172507368711
757,0.3676374018944578
333,0.365597454025051
352,0.360341645877522
672,0.35893709251833184
753,0.35617353162460974
332,0.35584907250251135
964,0.35522828840494675
762,0.35422437749624197
1304,0.3530802202676189
334,0.3520117679978936
218,0.3519256831922927
336,0.3510001942287734
568,0.3486139613274998
585,0.3468153242948564
335,0.344864912101118
331,0.3439026004364758
739,0.33960308010152207
741,0.3395833446642344
737,0.339093995220663
164,0.3385569468499695
476,0.33643243024664277
337,0.3360119156906423
664,0.33496535551468604
330,0.3328300334516976
605,0.3319530150087539
736,0.3307449144013742
764,0.32902972205394804
660,0.32850913379126706
763,0.32817953805886324
216,0.3271015422479869
343,0.3265902659698117
228,0.3247548348864976
665,0.32288766492320914
750,0.3216456770923917
1215,0.32065155375296495
217,0.3189133596260669
766,0.3165307093498743
742,0.31516800308035336
237,0.31364775567622
756,0.31306669649627944
239,0.3130442612901221
740,0.312963267007448
662,0.312792126403549
338,0.31269019064688186
765,0.3106449854311787
231,0.30894372373949547
353,0.30887375309346554
329,0.3078260829819426
1162,0.3072882239133288
749,0.30465618537319133
339,0.3036661126240708
734,0.3033201953733973
752,0.3032221279347924
738,0.30318106445386905
235,0.301254016594765
165,0.3012195029502421
236,0.3001415451156447
759,0.2993102017984838
735,0.2977597708411626
746,0.2976007455912774
234,0.2974353919406498
733,0.29737513160736356
232,0.2969128583478469
342,0.2962608149188975
484,0.2960567282409327
1128,0.2932272973875129
768,0.29285622540861167
230,0.2926211462898289
148,0.2921796605358119
205,0.291672746820858
233,0.29131834486996394
731,0.29126537247193296
215,0.29100108124706286
428,0.29026852862544217
984,0.28998040158566607
229,0.28920203879023043
789,0.2887422174943239
751,0.28840101807492
341,0.28762189342904915
676,0.2858693712492912
732,0.2853611386403902
771,0.28452795161197425
744,0.2840610547980996
668,0.28365913578820207
1112,0.2825082596116033
666,0.28210519643690146
238,0.2807915785073024
429,0.28053028979510736
767,0.2802786660232278
430,0.2797840499539254
657,0.278648147541985
340,0.2772386934520424
956,0.2768845101354745
1211,0.2762910762520453
1015,0.27623630908296626
745,0.2758564501008286
775,0.27534468914414645
650,0.27321981582879074
667,0.2720760012375569
1224,0.2712884439567863
659,0.27126006918946777
1208,0.2686271860901549
427,0.26853826337110936
978,0.2680118689856752
982,0.2670241380255498
1205,0.26685563235985993
1268,0.2664961021540931
1110,0.2661858434210288
328,0.26575010968253776
584,0.26538892324799057
669,0.264412416205546
673,0.25945083018598714
1233,0.2580350116037565
354,0.25769367083313643
583,0.2554307267007893
240,0.25541506289523647
747,0.25485028038309304
656,0.25469823056637436
730,0.2545091544372672
754,0.25386784073352564
1277,0.25342256024457255
1269,0.25180781087417514
204,0.2509609385232101
993,0.24834590692579275
743,0.24759688711471514
206,0.2473973376249894
770,0.24588206944760752
729,0.24517065779597438
1104,0.24446672043800813
426,0.24035629895159033
772,0.24001443061351943
567,0.23866716561448223
658,0.23600593625572552
774,0.23569805549393935
793,0.23457378390722583
790,0.2323824287797495
1278,0.23189518490284758
166,0.23186682194680308
1001,0.23178944144602684
1261,0.23096608671138144
802,0.22887814897958492
901,0.22806572446916465
773,0.22787813452575972
475,0.22724975992251145
776,0.22660066398647907
769,0.2264933670160176
241,0.2243524950483504
972,0.22111823639475991
661,0.22032919616135777
1192,0.22031732408139654
785,0.22008416424965319
431,0.2199692194566106
255,0.2192838078903519
327,0.21891241128009883
574,0.21848574021980224
728,0.21833732307855488
777,0.21783030924882815
1034,0.21756402319058943
994,0.2171343792701408
778,0.2167264796408656
781,0.2164292063047169
551,0.21578464258668065
1272,0.215456151095783
214,0.21433660305718008
896,0.21421697444021484
243,0.2141521194397441
900,0.21414564434925268
1276,0.2140348182727612
983,0.21344623410154076
469,0.21327585645920447
780,0.2129703180953192
550,0.21223616980558788
1266,0.21179724205927816
1196,0.2117827931603578
671,0.21152939790996877
670,0.21136787830268797
919,0.21127209346974482
655,0.2097717060672351
1118,0.20924970414213337
55,0.2082213930431116
207,0.2073251546854347
549,0.2072562158857566
57,0.20668116532530575
962,0.2057079061302162
470,0.20512530358977157
1274,0.20417551499843722
1066,0.2024724678591836
653,0.20213269224240948
886,0.20205033965413782
974,0.20150804831757507
471,0.20134907034534158
1267,0.2000559554547525
566,0.19977734945835207
1134,0.19926653548340587
727,0.19912769386640825
959,0.19838130205103832
999,0.19803015800691146
147,0.1971596148694654
244,0.19661981136609857
425,0.19616918740618253
726,0.19493474909259156
1076,0.19485050727766137
1139,0.19245876167521112
1197,0.1921060313623976
787,0.18913704508473073
606,0.18819847582533164
58,0.187923579493039
786,0.18647853266759934
1038,0.18646125525029397
887,0.18608944341050743
56,0.18512731568649904
242,0.18320440952686315
254,0.1826865066600108
911,0.182393803333161
651,0.18232678594031446
249,0.18213173142856223
906,0.1821147097011375
257,0.18131318064709848
895,0.18101415539814106
474,0.18044529156062927
582,0.1802000813036539
253,0.1782598798937937
552,0.17820992014551518
986,0.17785049055483948
213,0.17746168873736629
1036,0.17544119278692552
1271,0.17433940417165025
779,0.1739897059490132
1171,0.1734249450246687
252,0.17294816216684233
259,0.17273292012515343
1280,0.17240960250085471
208,0.1721863974326194
246,0.17179606339032677
326,0.17151051584817992
167,0.1699413239699749
904,0.16954249614906863
725,0.1688635410251589
782,0.16827650246096623
355,0.16807047416027016
247,0.16796538314091852
880,0.1677272036745372
791,0.16770912936876686
1117,0.1664601965310472
893,0.16564087679748757
976,0.1655774380067294
256,0.16540783008727378
934,0.1651963609628865
1307,0.16516162205480653
1122,0.16464249756196353
251,0.1639262299251027
258,0.16347793313417622
1044,0.16236771957507887
565,0.16133463089487193
805,0.16098012519425278
953,0.16041532022190408
1068,0.15878398412345088
1031,0.1583767053859319
548,0.15836777809748692
724,0.1576890691439267
654,0.15731891650373903
1048,0.156660918603743
424,0.15642541984352337
955,0.1557258932197601
894,0.154869309229091
1114,0.15484953819763442
874,0.15453830436992708
1140,0.15434811529087258
261,0.15341892440949045
871,0.15341859757667056
885,0.15280224226569128
432,0.15275081315065758
784,0.15270121551671498
879,0.15222979633850942
834,0.1520673372838566
1210,0.15199888236746775
245,0.1517179229739605
960,0.15072729879532187
875,0.1498688432221419
866,0.1497500308208632
211,0.14963641940259567
865,0.14954427626679126
553,0.14782066856496898
1143,0.14779979295010184
1283,0.14750507592622014
872,0.14744492275248813
674,0.14725115654712684
210,0.14708048842493507
861,0.14648381634218205
1163,0.14633429080053992
1119,0.14628204549479532
1029,0.14554511719618948
1152,0.1449660968150513
1120,0.14443766269808211
1040,0.14435416601362905
888,0.14415192928111314
1282,0.1441091063111039
1071,0.1438786209576852
883,0.14384490268086855
1124,0.1426704445845228
1229,0.14258062910334446
1138,0.14206277274012047
864,0.14190863083651528
902,0.14169273231828702
1217,0.14073731124803837
851,0.1401909338612358
250,0.13937164166808985
878,0.13922804883909073
877,0.13865737621801857
858,0.13863346313936725
1061,0.13836233730202066
873,0.13762993592460068
854,0.1375844452740221
951,0.13754208055302103
547,0.13738646392452267
826,0.13732696845908662
1175,0.13681632529375626
811,0.13662828489015627
783,0.13648507420240422
1098,0.13638162599907436
856,0.13628293831141963
884,0.13627768538465818
1164,0.13615759075149778
1302,0.13610852628151698
1207,0.1357666970076941
845,0.13535210027178246
853,0.13531216732772713
862,0.13510568045945054
844,0.13508645600551042
788,0.13467878203605843
843,0.13411353170807672
803,0.13392041396046508
876,0.13390737884633186
842,0.13337260822307997
1336,0.13301608368026216
841,0.13280005921117047
867,0.13279087986706747
860,0.13260830356841155
882,0.1325858112105956
908,0.13256397665086248
1041,0.13238271563078838
890,0.13233874013262073
850,0.13224648071177847
855,0.13222573528611392
857,0.13216017921541723
870,0.13214094362929898
808,0.13205756855708037
869,0.13176874490235777
1057,0.13127358892164975
840,0.13108894729590656
468,0.13016749578381212
846,0.1298366705823291
467,0.12970190152973246
848,0.1296909453484022
863,0.1293849942773389
