,1338
1338,1.0
154,0.8939716300513879
155,0.8835463458784952
153,0.877679086740744
157,0.867335564296369
156,0.8651646267885822
158,0.8488092134238685
152,0.8274155251003462
159,0.8195314053296061
160,0.8079465227663842
161,0.7906356429252233
151,0.7718325622971778
162,0.7656690273781057
163,0.7019968265340072
164,0.6635512100090781
150,0.6606159692253641
598,0.6522271341249062
599,0.6480832867212155
597,0.6343553085552972
600,0.6275132784764793
347,0.6221380599149381
601,0.6181362967947933
602,0.6118812576988731
348,0.6093974415174847
596,0.593256559724608
346,0.5806199485611709
603,0.5711388285972309
344,0.5668501209335374
349,0.562455567959102
595,0.5622155348841272
149,0.5600451736193404
345,0.5496208172452853
604,0.5453832700465578
165,0.5437687893925696
594,0.5344148580327811
343,0.5288700450873066
333,0.5242782652317747
332,0.5199095690688975
342,0.5121991643781515
224,0.502117345804438
350,0.4983566397860492
341,0.4944096708469187
331,0.49287670210313883
340,0.48170841919348245
221,0.47971945015566153
223,0.47699730627844494
334,0.47339490710240906
222,0.4643637940560593
330,0.46354329129893573
605,0.4625685130750989
225,0.45474122309753673
220,0.45018798373860686
205,0.4497220579620508
339,0.4478148559475234
148,0.4461985121739485
593,0.44550267345179867
166,0.444178386253162
335,0.44301392196208333
167,0.4410004762419019
219,0.4310778825214987
592,0.4285705398634614
336,0.4178938469305391
216,0.4124060267658896
337,0.41169848758066957
218,0.4037177547882842
338,0.39695286841773164
226,0.39533454658379963
591,0.3902458683682494
329,0.3896391038394735
215,0.3893623979024562
657,0.3883725298933513
206,0.38698358803809
984,0.38002578408860604
217,0.37107557931417695
934,0.363938024338876
147,0.36018352173445844
960,0.35381369848597977
982,0.34946304405529743
1116,0.3482654053539643
1110,0.3419837063288826
55,0.3406707548614401
207,0.3350737457683287
1122,0.33323249671000077
227,0.3328276194986762
590,0.3288419387551848
606,0.32873906965386906
965,0.32805504869939967
1154,0.3206798687759328
351,0.3175780730920469
204,0.3021447105669629
1075,0.3017398121523923
1196,0.3007898740019245
1084,0.29874883429020627
1109,0.2927537279132426
56,0.2925490281259944
168,0.29090740911501645
589,0.28705514605041943
328,0.2856559975834963
57,0.28041592379257724
146,0.27807521020477877
52,0.2717731471325259
1126,0.271121118269571
1169,0.26862960687178644
1163,0.2663781106029626
1123,0.26541018435528835
985,0.25757415017601254
430,0.2558762806123398
961,0.251829635830561
949,0.2507356219398268
429,0.2501059548460719
1192,0.24119493939406597
1215,0.24112662394985757
1094,0.24079177076761202
944,0.23779626254519315
1014,0.23751526767193287
233,0.23459100044624365
1029,0.23047092949502615
588,0.23045891509849006
58,0.230026850917859
659,0.22987223782948338
999,0.22879704747333898
1125,0.22597645548896675
1113,0.22356990894831627
234,0.22270996952857744
54,0.22244765375228126
428,0.22125317280160997
235,0.22080476532492013
214,0.220273436613145
228,0.2178030138907529
145,0.21695146932154755
232,0.21641560799280668
1182,0.21512080466737915
1095,0.2149874805822435
208,0.2142271893010394
236,0.21341346536445144
953,0.2125876163662931
1177,0.2124003376636377
975,0.21214739185763196
658,0.21179781475267903
231,0.21158654063491772
53,0.20910840714344367
392,0.20869349896937195
736,0.2084716754436323
737,0.20823086091614418
431,0.2080810378684932
942,0.20703390373324287
237,0.20466827678998792
391,0.2046376290623123
966,0.20314012372817639
1002,0.20061306992114708
1078,0.2002475078054814
951,0.20017261511501813
1073,0.19955547724206585
661,0.19886681011719048
995,0.19542853129983065
1118,0.19532547223934513
1158,0.19509565237094675
1112,0.19423783049101606
734,0.19360384617517926
735,0.19247172914488087
396,0.19058587862073983
993,0.19041142573812572
393,0.18996360545447652
327,0.18913984267986683
144,0.18886221697992367
920,0.1870643155406436
938,0.18666687549006666
802,0.18574516882244146
522,0.18568842338909164
957,0.18523058440001489
662,0.18451313579191117
515,0.18428738030881106
738,0.18408172966540692
929,0.18404491951694008
1267,0.18330120041479175
656,0.18308224446631252
978,0.18147175859932976
229,0.17962083541580812
1226,0.1774553321838363
806,0.17703582088777264
797,0.1749614080901808
959,0.1736188385439612
523,0.17257389435424378
733,0.1719729367607952
427,0.17190267108093446
513,0.16960893915044567
740,0.16875306296155296
742,0.16800890470537894
512,0.1677966713820539
731,0.16607061263412448
520,0.16516734996329607
239,0.16323248270940083
143,0.16317806996033263
919,0.16276763176804823
1224,0.16218822359524018
1115,0.1619567754545634
739,0.16174057624704
1097,0.16100910817387482
935,0.1607096019272357
238,0.16060358238554615
390,0.16020775305779683
285,0.1599238676179878
517,0.15981145811926234
521,0.15959130772970037
514,0.15905593850564162
994,0.15818438554605593
660,0.15806021638942586
170,0.15580080139189023
518,0.1556720454457365
516,0.15533275315918385
1017,0.15434144999532068
519,0.1530596181021783
51,0.1528553565724455
943,0.15275983384214395
607,0.15173376778840686
766,0.1508281694181543
1164,0.15052969427392798
741,0.1502773399553919
1204,0.15001659235060277
989,0.14929430993669604
732,0.14813446896746893
230,0.1476057303934493
432,0.14751976644884476
524,0.14743272173196326
1179,0.14690927936002038
729,0.14633565531771145
525,0.14601456591495654
511,0.14559265024856688
799,0.14291162619731163
745,0.14284334145813893
284,0.14271650740501668
1144,0.14269165641706044
394,0.13895909291114444
1127,0.13816854000388898
743,0.13800307073574392
655,0.1358356403799719
1189,0.13481113517260515
1208,0.13413740869312094
1076,0.13401813746005026
169,0.1333958216538401
730,0.13318727104642464
933,0.13123716853810805
925,0.13111844718226506
997,0.13053805320991763
510,0.12724898363622167
1069,0.12389303746009979
142,0.12355450457780728
1142,0.12282582087540915
526,0.12181454000736426
397,0.12076111514233175
1021,0.11865318281726395
913,0.11802263724519502
1052,0.11745402642423139
954,0.11626562947287583
587,0.11625946149110868
803,0.11565838335529875
1114,0.11561944130968897
908,0.11531386968881502
1056,0.11436993440813215
991,0.11353460831779748
664,0.11274683785818296
923,0.11189002623137544
426,0.1107896578116442
213,0.11008312974922929
764,0.10576507094268119
974,0.10532396541628358
728,0.10528600270265101
926,0.10519201339519724
1063,0.10427923460789836
1066,0.10426075071868943
1010,0.1042337505562799
1178,0.10326558143241567
395,0.10243546213084948
1135,0.1008369303477244
771,0.10006915286588174
1120,0.09892120603617408
964,0.09873023490290835
326,0.09832257256791985
1173,0.09678497892785472
1124,0.09513839802245079
1091,0.09443420590610907
398,0.09326653147152857
744,0.09263811229476553
1013,0.09245668662416022
918,0.09103595099281889
527,0.09013060425539486
727,0.0898601764759555
171,0.0895586051854765
976,0.0889856072677481
1036,0.08878911123415849
760,0.08740703390185293
283,0.08726138650423501
653,0.08633173669683451
1146,0.08558536215686106
767,0.08414500538880844
141,0.08405954880713085
1034,0.08400317109015452
1015,0.08399901719970475
1001,0.08375624122704213
1079,0.08370582748300459
947,0.08343876580507974
1206,0.08226381432616735
1199,0.08213612159583104
399,0.08198246960394484
946,0.08194248569477768
928,0.08118475438506167
1147,0.08072879153828846
663,0.08049937603791531
403,0.07932943612357662
768,0.07842480220492233
917,0.07835140126127914
1162,0.07761573664968466
904,0.07707396401360289
1327,0.07688676807401462
286,0.07648807106906773
509,0.07537946201132369
209,0.07405176779381531
211,0.07241379083471475
404,0.07241011133687925
1225,0.07210359164259583
50,0.0691830671873181
834,0.06853698729394726
1221,0.06844653024022258
1070,0.06800995918216107
528,0.06766817934550029
1064,0.06632183644458925
763,0.06497912584932686
1111,0.06391637855889458
1209,0.06365832144902499
1268,0.06321915999828119
983,0.06274978362134943
765,0.06231389479209402
726,0.06150698501744116
851,0.060550445383180454
1030,0.060335624936628564
937,0.06032457565334076
769,0.0572812730160401
1089,0.05663568566848738
866,0.055710027040904206
843,0.05457355188816042
955,0.0540264051348693
853,0.053635770551046576
849,0.05363355839864497
654,0.051911471523921435
1105,0.05159286093893268
838,0.051108520629309546
508,0.050283052439620356
967,0.04991877997779892
1062,0.04990860861119634
1086,0.049503866470302124
210,0.04934128967878656
1302,0.04880611213188835
1008,0.048704295191635986
762,0.048343947735735554
956,0.048269670851192464
1143,0.04803534237468074
858,0.047975426496157214
1055,0.047813209373606905
821,0.04739767441384407
914,0.047290813221618475
840,0.04719898715344433
977,0.04691503936013295
747,0.04636686177333089
425,0.04625085971463219
1057,0.04559126741835938
402,0.04552638458584466
856,0.04530012191639003
855,0.045119682003027316
1039,0.043870742095017456
824,0.04385719649960954
433,0.04310213158690668
1049,0.04298180625600519
839,0.04292770097807799
801,0.04225963586360756
845,0.04204291518326967
859,0.04195432168586765
833,0.04149568956047055
842,0.04145219326796824
841,0.04135056050114688
507,0.0413299701960412
529,0.04098573550468752
861,0.04047171004850448
785,0.04045253761495462
854,0.040188513389103675
1186,0.04012115263971399
1067,0.03987476177969483
848,0.039514026775064805
862,0.0394443062219206
804,0.039214333937520406
770,0.03888421966086913
758,0.0385665656405399
986,0.03826542362825928
1020,0.03803696435870008
1031,0.03752581559114712
863,0.03749999501546298
812,0.037499183577487626
608,0.0374922039494751
400,0.037414279285635496
945,0.0370074831231598
478,0.03583132486803236
846,0.035692559191204065
793,0.03557416148819816
852,0.03480195480052153
896,0.03476098008800195
822,0.034006724200864626
886,0.03366687611131732
1201,0.03275677808258526
872,0.03208901997250945
746,0.03194435342827828
835,0.031576781105941795
1304,0.030910312395667303
844,0.030807371732038003
972,0.030806460273888864
860,0.030476457435628355
817,0.029940472226652783
857,0.02977007936811436
847,0.029698524711609622
212,0.029234837636959953
761,0.029169780334660028
1265,0.028841874285217513
941,0.028027954556831082
865,0.027267022740439958
1128,0.02716828298933979
970,0.02715634549920475
826,0.02682643007884756
837,0.026741392294344614
1207,0.025670117158886643
240,0.025517809326841057
869,0.02546630174403733
887,0.02535803174641844
911,0.024156415222322286
931,0.024018795758876433
876,0.023191454051816763
900,0.0229338812066705
1229,0.0229093977511808
1016,0.022290099209871232
827,0.022223743376199957
725,0.022107630629604514
850,0.02199010023622063
1018,0.021680962413545786
864,0.021483276725089557
530,0.021378349755167395
874,0.021034379521498302
883,0.019890746376265134
901,0.019889624525711948
910,0.019831836396089444
288,0.018916427920015848
831,0.018703616675407223
836,0.017716799702178623
1227,0.016609862059973744
1074,0.01617279832895294
671,0.01606592273024316
1134,0.015674894630119767
775,0.015549414776670233
1216,0.015433634305728805
1025,0.015023658607704132
669,0.014687020402294453
890,0.01422975574793284
325,0.014120060528571739
1152,0.013536814228501422
1024,0.013485850945996896
980,0.01303369260582243
871,0.012519298044144237
1175,0.011682196845038932
1203,0.01124682069349582
875,0.011029585558142546
877,0.01063364900307784
830,0.01056385166171525
811,0.009533966192373568
773,0.008569621538973667
1309,0.008543361003433336
531,0.008010685906201371
352,0.007941738280974957
1311,0.007517786312128681
1217,0.007219074625598299
1038,0.006846544582639353
282,0.0066157135683107965
829,0.006394702670010878
1171,0.005232576345286519
870,0.004811846912911835
665,0.004704179021160267
667,0.004677201057808382
1176,0.004165800940392699
828,0.003888061260204647
401,0.003876552474480502
1159,0.0034964567662626954
868,0.0031015388370124017
651,0.0028495115165075866
823,0.00198382854921897
1046,0.0019242728874963066
1037,0.0018781259013864197
1092,0.0016722561325237166
873,0.0014900669578650281
867,0.0014123750295753992
1007,0.0008853523118857339
191,0.0008440955452302483
1071,0.0006878784197338502
1048,0.0006828002771106942
670,-0.00046304707025328964
777,-0.0005414390834049433
748,-0.001563739845218904
903,-0.002941077174287528
820,-0.0029922487901823825
825,-0.0032363218719137624
532,-0.0033980623087405777
1139,-0.0037256181520139435
878,-0.004209395409419728
932,-0.004230311667056973
1119,-0.0042489138158680485
832,-0.004302957262051684
798,-0.004495882297859867
1065,-0.005333581817289745
424,-0.005385447825736145
885,-0.0056216746843241235
963,-0.0061123367618078125
1266,-0.0062561657279571695
772,-0.0062725401931884115
889,-0.006520140175850196
140,-0.0070977183407402895
895,-0.007762274371639531
724,-0.008079290512200759
1104,-0.0085186802954917
533,-0.00853779480058918
1198,-0.008579830934709244
1325,-0.008603357908644452
