conc_GSSG
20.0
50.0
1.0
50.0
9.0
0.0
20.0
30.0
5.0
5.0
0.0
100.0
30.0
50.0
30.0
90.0
40.0
80.0
1.0
50.0
60.0
10.0
0.0
0.0
6.0
70.0
7.0
15.0
0.0
6.0
0.0
8.0
9.0
4.0
10.0
10.0
10.0
5.0
3.0
20.0
20.0
2.0
2.0
80.0
4.0
7.0
3.0
30.0
0.0
1.0
9.0
90.0
8.0
8.0
9.0
20.0
60.0
70.0
40.0
50.0
9.0
