conc_GSSG
0.0
80.0
90.0
0.0
60.0
10.0
0.0
70.0
0.0
25.0
100.0
50.0
0.0
0.0
80.0
100.0
90.0
0.0
10.0
50.0
70.0
0.0
60.0
30.0
20.0
50.0
40.0
30.0
0.0
20.0
40.0
25.0
50.0
