conc_GSSG
20.0
50.0
0.0
50.0
50.0
1.0
80.0
90.0
50.0
9.0
0.0
20.0
30.0
25.0
60.0
10.0
50.0
5.0
70.0
5.0
100.0
25.0
0.0
100.0
30.0
50.0
30.0
90.0
0.0
40.0
80.0
100.0
1.0
50.0
0.0
50.0
5.0
0.0
60.0
10.0
0.0
0.0
80.0
30.0
6.0
70.0
7.0
10.0
100.0
90.0
0.0
15.0
0.0
25.0
6.0
10.0
50.0
0.0
70.0
25.0
60.0
30.0
8.0
30.0
9.0
4.0
10.0
10.0
10.0
30.0
5.0
3.0
20.0
20.0
20.0
50.0
0.0
2.0
40.0
2.0
80.0
3.0
4.0
7.0
3.0
30.0
30.0
0.0
1.0
9.0
0.0
20.0
90.0
8.0
8.0
9.0
40.0
20.0
60.0
70.0
40.0
25.0
50.0
50.0
9.0
